producer,producer_popularity,year,movie_title,wikipedia_movie_id,movie_score
Luc Besson,207.7318995244214,1994.0,Léon: The Professional,40672,84.5886321210848
Allan A. Goldstein,0.0,1994.0,Death Wish V: The Face of Death,9823771,55.03905747265502
Dennis Hopper,278.6250217950237,1994.0,Chasers,14794717,56.11010921462052
Christopher Cain,409.7603978713404,1994.0,The Next Karate Kid,657809,57.76376907147882
Ted Demme,61.92094569826296,1994.0,The Ref,1260445,71.64600745732213
Kar-Wai Wong,129.17579211047266,1994.0,Chungking Express,213471,71.52709778598401
Isao Takahata,143.81664087831598,1994.0,Pom Poko,367616,68.96216052761086
Lawrence Kasdan,449.02085404769326,1994.0,Wyatt Earp,3039544,72.24195469443785
Roland Emmerich,71.96969628133836,1994.0,Stargate,28327,78.84211187880348
Peter McCarthy,0.0,1994.0,Floundering,17385651,50.23841798754598
Andrew Scheinman,0.0,1994.0,Little Big League,3032135,66.91918125316715
Bruce Beresford,686.3819044612536,1994.0,A Good Man in Africa,15172134,56.354041910530874
Pixote Hunt,0.0,1994.0,The Pagemaster,1266489,67.18067327800865
Peter Medak,184.0141434879201,1994.0,Romeo Is Bleeding,2508308,66.9207806050408
Connie Field,0.0,1994.0,Freedom on My Mind,12401591,66.58933325778655
Kim Henkel,0.0,1994.0,Texas Chainsaw Massacre: The Next Generation,2742915,40.15416680124661
Mina Shum,0.0,1994.0,Double Happiness,5890466,66.58412534336281
Tim Burton,403.10020106344246,1994.0,Ed Wood,528464,75.59553685518887
Yves Simoneau,0.0,1994.0,Mother's Boys,12449377,56.544190056958435
Andrew Morahan,0.0,1994.0,Highlander: The Final Dimension,4440320,56.57165384744462
Peter Mackenzie Litten,0.0,1994.0,Heaven's a Drag,2968661,49.13927963146006
Luis Mandoki,194.06392816871357,1994.0,When a Man Loves a Woman,728946,72.62391248569726
Bertrand Tavernier,266.1018574540789,1994.0,Revenge of the Musketeers,33146132,56.596679122974166
Penelope Spheeris,255.09952078389836,1994.0,The Little Rascals,1210091,72.09181092500305
Roger Donaldson,420.9148994365355,1994.0,The Getaway,2641298,67.17604880367453
Peter Peake,0.0,1994.0,Pib and Pog,7549976,63.98431363329702
Alan Metter,207.40028169580586,1994.0,Police Academy: Mission to Moscow,6043918,40.477520207788324
Ron Underwood,227.28354259321716,1994.0,Speechless,4681500,66.3086407961236
Peter Markle,264.81271212190757,1994.0,Wagons East,5324114,56.63487946221254
Hart Bochner,0.0,1994.0,PCU,1530085,66.95714019228043
Bruce Brown,63.178788921521715,1994.0,The Endless Summer II,7888997,72.04887326712381
Deran Sarafian,65.51801284488432,1994.0,Terminal Velocity,4139688,63.954810389659464
Ivan Reitman,607.2034766589952,1994.0,Junior,1221565,63.44001712739771
Jing Wong,273.43220536810907,1994.0,The New Legend Of Shaolin,4924882,63.993036143698326
Peter Jackson,71.17034643986122,1994.0,Heavenly Creatures,163894,71.02358599768176
Andrew Bergman,139.23573746249193,1994.0,It Could Happen to You,2997355,71.37389456692225
Atom Egoyan,124.99181431806937,1994.0,Exotica,444906,70.36036364370469
Bruce McDonald,0.0,1994.0,Dance Me Outside,1419513,64.4704121591788
John Sayles,490.2841081815199,1994.0,The Secret of Roan Inish,858597,73.26103853763762
Kenneth Branagh,295.15761220477253,1994.0,Mary Shelley's Frankenstein,1246394,73.27123761639058
Caroline Thompson,0.0,1994.0,Black Beauty,7764230,67.72221528443171
Russell Mulcahy,317.1866580910317,1994.0,The Shadow,5991505,69.48263372810943
Yimou Zhang,283.5719839984437,1994.0,To Live,1374349,76.5002825744825
Keenen Ivory Wayans,70.64031466876772,1994.0,A Low Down Dirty Shame,2797150,67.7339488611825
Donald Petrie,211.7181988627767,1994.0,Richie Rich,1486573,65.28535013039706
Boaz Yakin,0.0,1994.0,Fresh,1610563,74.50359580064494
Stephen Norrington,0.0,1994.0,Death Machine,2235410,60.71702572258586
Rusty Cundieff,0.0,1994.0,Fear of a Black Hat,1032688,64.46585575092702
Rose Troche,0.0,1994.0,Go Fish,6721185,60.720472034676206
Bun Yuen,0.0,1994.0,Once Upon a Time in China IV,9951507,60.77774313293381
Joel Coen,300.33973743308127,1994.0,The Hudsucker Proxy,170858,70.2294284317811
Michael Corrente,0.0,1994.0,Federal Hill,21899284,60.805675754872524
George Miller,612.699673842058,1994.0,Andre,4419809,65.22189358436356
Gillies MacKinnon,65.54542264671673,1994.0,A Simple Twist of Fate,4856981,65.19838744602188
Brian Gilbert,135.87046486165292,1994.0,Tom & Viv,781724,60.910171199657626
John Waters,319.8127218581379,1994.0,Serial Mom,294520,70.15557423046135
Daniel Petrie,523.44231497707,1994.0,Lassie,9263475,64.62258255215134
Roger Avary,0.0,1994.0,Killing Zoe,663968,60.938465765845386
Mike Nichols,826.415114268836,1994.0,Wolf,686022,73.63405256376348
Tomás Gutiérrez Alea,65.73169545283581,1994.0,Guantanamera,8412164,65.15813290532671
Robert Boris,117.18162560663296,1994.0,Frank and Jesse,4575756,51.74730543802426
Suri Krishnamma,0.0,1994.0,A Man of No Importance,10783682,64.62575772857333
Christian Vincent,0.0,1994.0,La séparation,4358039,60.48088108992291
Steven Seagal,0.0,1994.0,On Deadly Ground,67420,60.43767047057447
Shigeyasu Yamauchi,68.14438825376085,1994.0,The Dangerous Duo! Super-Warriors Can't Rest,30866034,70.71273041283635
John Dahl,128.63485636578014,1994.0,The Last Seduction,664496,70.69977661374504
Patrice Chéreau,0.0,1994.0,La Reine Margot,1797028,70.67607904272923
Richard Rich,0.0,1994.0,The Swan Princess,3956788,68.23233413553243
Peter Hyams,604.8208232762457,1994.0,Timecop,1493527,70.65257232728383
Howard Deutch,287.0126017533827,1994.0,Getting Even with Dad,1235504,60.00025625730042
Kar-Wai Wong,129.17579211047266,1994.0,Ashes of Time,221858,68.22825347326274
David Carson,0.0,1994.0,Star Trek: Generations,27079,75.22262863889718
Bryan Singer,0.0,1994.0,The Usual Suspects,167857,83.04690611857906
Robert Benton,356.2548284210387,1994.0,Nobody's Fool,171070,76.95456256053353
Gus Van Sant,201.4520717832334,1994.0,Even Cowgirls Get the Blues,7766704,51.38931808015528
Lee Tamahori,0.0,1994.0,Once Were Warriors,10989569,73.20045177527528
George Huang,0.0,1994.0,Swimming with Sharks,1670736,64.38873075267983
Hugh Wilson,205.77956905926925,1994.0,Guarding Tess,2195842,69.37159241926094
Michael Blakemore,0.0,1994.0,Country Life,5141818,62.42261974587431
Kevin Reynolds,204.74082291233663,1994.0,Rapa Nui,2688210,60.20377499284344
Mike Figgis,254.25360202760118,1994.0,The Browning Version,9718353,66.16688559921012
Charlotte Brändström,0.0,1994.0,A Business Affair,15687214,46.15128024527328
Marlon Riggs,0.0,1994.0,Black is... Black Ain't,26083523,60.25419901045017
Antonia Bird,0.0,1994.0,Priest,1856550,70.52615992313484
Norman Jewison,1047.1400411526242,1994.0,Only You,9216379,70.50769656421059
Gary Jones,0.0,1994.0,Mosquito,15182161,53.165241631017054
Marita Giovanni,0.0,1994.0,Bar Girls,6814883,53.13085805051091
David C. Johnson,0.0,1994.0,Drop Squad,29768643,53.0929117457061
Jeff Pollack,0.0,1994.0,Above the Rim,2932836,70.6214978214279
Fred Schepisi,547.6922995911798,1994.0,I.Q.,2332911,69.31290380089087
Geoff Burton,0.0,1994.0,The Sum of Us,23732448,67.82510207108237
Roman Polanski,649.843903816281,1994.0,Death and the Maiden,8615612,69.54956111652658
Quentin Tarantino,80.88517564553597,1994.0,Pulp Fiction,54173,90.62349248880493
Jefery Levy,49.05276902029181,1994.0,S.F.W.,2769852,52.301135431731424
Tom Shadyac,0.0,1994.0,Ace Ventura: Pet Detective,336808,76.82857695417715
Jonathan Kaplan,463.4520259341414,1994.0,Bad Girls,690131,61.94460324774869
John Bailey,68.59480461947297,1994.0,China Moon,8454631,64.91731360957935
Stuart Orme,0.0,1994.0,The Puppet Masters,6135549,64.90039020537557
Paul Flaherty,127.2577788638805,1994.0,Clifford,3325355,61.49458238020815
Alan Rudolph,620.8333779571357,1994.0,Mrs. Parker and the Vicious Circle,975995,64.72025514074492
Wes Craven,547.3830284039448,1994.0,Wes Craven's New Nightmare,347235,69.65866293384538
Duwayne Dunham,74.70836880323854,1994.0,Little Giants,2674130,69.80934836292305
Terry Zwigoff,0.0,1994.0,Crumb,863087,75.38471502571599
André Téchiné,181.30650290687333,1994.0,Wild Reeds,1034595,67.94667757682554
Daniel Petrie Jr.,70.65210452339579,1994.0,In The Army Now,2470135,61.59575851889634
Michael Apted,781.8829312991945,1994.0,Nell,207680,74.37799842178192
C.M. Talkington,0.0,1994.0,Love and a .45,5647190,52.15380205663285
Richard Benjamin,610.5248563887416,1994.0,Milk Money,4032170,64.7866845884266
Kevin Smith,0.0,1994.0,Clerks: The Lost Scene,2211811,73.53819218435895
Kevin Smith,0.0,1994.0,Clerks.,200694,73.53819218435895
Bernardo Bertolucci,489.0630102403419,1994.0,Little Buddha,1682871,64.78463811078866
Sönke Wortmann,0.0,1994.0,The Most Desired Man,4181793,61.80916835679913
Bernard Rose,182.84939522481045,1994.0,Immortal Beloved,431251,74.36348272385503
Louis Malle,739.0321934819091,1994.0,Vanya on 42nd Street,1236170,69.73184399343721
Hal Hartley,196.65057813028224,1994.0,Amateur,2827852,64.7478168406602
Mel Smith,60.469204258672626,1994.0,Radioland Murders,3017440,61.761448083918836
Frank Darabont,0.0,1994.0,The Shawshank Redemption,30625,88.38133238321791
Thomas Schlamme,131.65155562579955,1994.0,You So Crazy,3532296,69.54772617235187
Bob Clark,603.0808004656116,1994.0,My Summer Story,1291440,51.94736465668059
Jerry Ciccoritti,0.0,1994.0,"Paris, France",10867838,47.800887007425
Paul Michael Glaser,212.9089170245735,1994.0,The Air Up There,2649791,65.12728693524876
Mike Newell,332.1960149773469,1994.0,Four Weddings and a Funeral,11223,79.96857022394835
James Cameron,342.9212339748805,1994.0,True Lies,68374,82.19112824052746
Neil Jordan,413.68805513807723,1994.0,Interview with the Vampire: The Vampire Chronicles,3239688,82.18997562413419
John Duigan,325.83966221625013,1994.0,Sirens,1006385,64.65292834035276
Wes Anderson,0.0,1994.0,Bottle Rocket,1251513,64.65951305502253
Anthony Waller,0.0,1994.0,Mute Witness,15797817,65.05716914105875
Martha Coolidge,392.54765105847423,1994.0,Angie,2272726,62.04455352685736
Kayo Hatta,0.0,1994.0,Picture Bride,9105523,64.66889799226017
Robert Altman,943.1164798347882,1994.0,Prêt-à-Porter,6257683,61.25193462061284
Michael Ritchie,901.1826793941106,1994.0,Cops and Robbersons,5392223,61.270395239809574
Stephen Hopkins,204.02298541619234,1994.0,Blown Away,3027347,69.6225396594687
Nikita Mikhalkov,139.09622222313882,1994.0,Burnt by the Sun,3132962,73.43229457797017
Nora Ephron,141.1490325237303,1994.0,Mixed Nuts,5057034,61.30253892909987
Brian Levant,131.23142435276242,1994.0,The Flintstones,194664,67.9270552154377
Luis Llosa,68.0018278055925,1994.0,The Specialist,2337370,69.97417640024068
William Friedkin,713.2380302659528,1994.0,Blue Chips,1512830,69.61211833851584
Steve James,0.0,1994.0,Hoop Dreams,351266,80.2605112826297
Sam Weisman,0.0,1994.0,D2: The Mighty Ducks,3070954,69.97106930823583
Steve Miner,484.12588725671117,1994.0,My Father the Hero,10915095,64.96407321780767
Heywood Gould,65.10194223822789,1994.0,Trial by Jury,21586321,61.35288548896203
Jan de Bont,0.0,1994.0,Speed,99123,82.01045696097977
Ken Loach,395.8555090728416,1994.0,"Ladybird, Ladybird",7151371,64.69488621208055
Peter Medak,184.0141434879201,1994.0,Pontiac Moon,22141846,47.76751566767856
James Gray,0.0,1994.0,Little Odessa,909664,64.99457166902258
George Casey,0.0,1994.0,Africa: The Serengeti,9076373,79.62113608223125
Kelly Reichardt,0.0,1994.0,River of Grass,31600427,53.23218321230795
Yves Angelo,0.0,1994.0,Le Colonel Chabert,15111478,64.22513308849138
Krzysztof Kieslowski,145.49237021183257,1994.0,Three Colors: White,155271,71.1540755512229
John Madden,0.0,1994.0,Golden Gate,10500185,54.09537560346151
James L. Brooks,159.0187192235507,1994.0,I'll Do Anything,4143719,62.84595306953912
Jonathan Prince,0.0,1994.0,Camp Nowhere,4605171,65.9544335230678
Jessie Nelson,0.0,1994.0,"Corrina, Corrina",19337214,71.12953919351499
Don Bluth,372.8622703265337,1994.0,Thumbelina,3469003,67.36437684439724
Eric Meza,0.0,1994.0,House Party 3,1480748,58.83072251686428
Barry Levinson,677.1099292438993,1994.0,Disclosure,2636682,74.16101220809742
Robert Redford,230.20063245866396,1994.0,Quiz Show,142412,77.09870089335314
John Roberts,0.0,1994.0,War of the Buttons,4893989,58.94139188584169
Steven E. de Souza,0.0,1994.0,Street Fighter,1269138,58.97086900996777
John G. Avildsen,969.6381224438644,1994.0,8 Seconds,4633684,71.06658171994427
Claude Chabrol,234.04151566649105,1994.0,L'Enfer,19699054,59.09871389741309
Matty Rich,61.801872277509354,1994.0,The Inkwell,2965435,67.40116515636466
Paul Rodriguez,0.0,1994.0,A Million to Juan,4364536,59.14707904638836
Michael Ritchie,901.1826793941106,1994.0,The Scout,2501824,59.15102145071094
Roberto Benigni,66.94308559441336,1994.0,The Monster,3068509,67.40259013892322
Franco Amurri,66.35607127128958,1994.0,Monkey Trouble,11532350,62.73169171794793
Garry Marshall,509.6128203730091,1994.0,Exit to Eden,6084956,53.99215072306384
Jonathan Lynn,290.1038521431717,1994.0,Greedy,6172917,68.30804831771864
Mike Binder,130.64934946120906,1994.0,Blankman,1039551,59.21560562082298
Eli Cohen,0.0,1994.0,Under the Domim Tree,24239124,59.2222693599935
Alan Parker,741.2441706587858,1994.0,The Road to Wellville,15516110,64.2615615633141
Ang Lee,138.41542206609006,1994.0,Eat Drink Man Woman,881249,76.0917970292536
Jing Wong,273.43220536810907,1994.0,God of Gamblers Returns,2400883,69.22090912423147
Rajiv Rai,0.0,1994.0,Mohra,3740276,71.18834411483577
Penny Marshall,229.28751734400257,1994.0,Renaissance Man,307604,69.1256701336522
John Irvin,469.4242591293705,1994.0,Widows' Peak,5830543,69.02428476538375
Deran Sarafian,65.51801284488432,1994.0,Gunmen,16731647,58.47841325611458
Olivier Assayas,0.0,1994.0,Cold Water,13633284,58.507002441716374
David O. Russell,83.6681189163383,1994.0,Spanking the Monkey,464724,63.05515422078747
Darnell Martin,0.0,1994.0,I Like It Like That,6439404,66.09243009813743
Peter Farrelly,0.0,1994.0,Dumb & Dumber,737803,81.20287626503836
Paul W.S. Anderson,0.0,1994.0,Shopping,4910616,43.448868884757054
Leonard Nimoy,350.5719106936608,1994.0,Holy Matrimony,22561914,54.24377308786814
Nicholas Kazan,0.0,1994.0,Dream Lover,7897498,58.580523363714875
Jon Avnet,82.15257927117531,1994.0,The War,1851374,71.27214635114241
Robert Zemeckis,636.2549431004747,1994.0,Forrest Gump,41528,92.68305381017295
Nicholas Hytner,0.0,1994.0,The Madness of King George,171068,74.13945986485882
Tia Brelis,0.0,1994.0,Trading Mom,36291706,54.21051175057385
Michael Almereyda,48.18119274658289,1994.0,Nadja,2812082,58.62953369462952
Charles Haid,0.0,1994.0,Iron Will,6317956,71.22430147626437
Ron Shelton,220.56754545323764,1994.0,Cobb,798426,62.97074888420375
Leon Ichaso,0.0,1994.0,Sugar Hill,5674209,66.02334330890329
David S. Ward,283.43543026696085,1994.0,Major League II,3494676,65.9999072698853
Doug McHenry,0.0,1994.0,Jason's Lyric,1587823,71.20716745827806
Rupert Wainwright,0.0,1994.0,Blank Check,1039329,64.16699030631146
Edward Zwick,215.68018157249043,1994.0,Legends of the Fall,654530,79.38099442147056
Whit Stillman,71.36807737554325,1994.0,Barcelona,657824,71.20502305200924
Charles Shyer,210.68032278376148,1994.0,I Love Trouble,2584474,64.18421137911156
Howard Zieff,430.30943043672414,1994.0,My Girl 2,710906,62.855902251446395
John Badham,870.7082347048427,1994.0,Drop Zone,2080306,65.85231812688055
Woody Allen,1644.1923605051973,1994.0,Bullets Over Broadway,1055089,75.05837537616746
Bruce Beresford,686.3819044612536,1994.0,Silent Fall,1055920,62.58419449538422
David Mamet,209.4205823170368,1994.0,Oleanna,25161531,59.35127534558438
Roger Allers,0.0,1994.0,The Lion King,88678,91.64092546247468
Les Mayfield,68.00552922529029,1994.0,Miracle on 34th Street,20700559,73.05282008575276
Stephen Sommers,115.89486598432588,1994.0,The Jungle Book,726161,69.23717242438319
Tomás Gutiérrez Alea,65.73169545283581,1994.0,Strawberry and Chocolate,32329400,70.75532350186135
Danny Boyle,0.0,1994.0,Shallow Grave,883437,70.85371912636195
Michael Lehmann,189.53929697017838,1994.0,Airheads,924835,65.78548546632727
Tony Richardson,441.1417389521888,1994.0,Blue Sky,770348,65.75962878257717
Ron Howard,662.0189552100699,1994.0,The Paper,2233095,73.76825148732132
Richard Rush,278.748876699492,1994.0,Color of Night,2569417,62.54494498688725
Mel Chionglo,0.0,1994.0,Sibak: Midnight Dancers,6968369,48.676278006497334
Patrick Read Johnson,62.86553628920692,1994.0,Baby's Day Out,1493245,68.27157006088038
Chuck Russell,143.1743125143998,1994.0,The Mask,1485962,79.57892273207436
Rodman Flender,53.126639461648715,1994.0,Leprechaun 2,8675614,53.866591151217335
Chris Menges,131.70664996591125,1994.0,Second Best,9628464,59.71350526884562
Krzysztof Kieslowski,145.49237021183257,1994.0,Three Colors: Red,23777614,76.27400374690167
Barry Levinson,677.1099292438993,1994.0,Jimmy Hollywood,1252685,59.327294312515356
Jan Svankmajer,0.0,1994.0,Faust,1552798,70.7887551651848
Shekhar Kapur,0.0,1994.0,Bandit Queen,508458,67.53706603260974
Adam Resnick,0.0,1994.0,Cabin Boy,99948,59.252297428082265
William Dear,135.04372352825357,1994.0,Angels in the Outfield,2949827,70.80457099494343
Michael Apted,781.8829312991945,1994.0,Blink,924123,68.25344497064691
Martin Campbell,126.39070041938949,1994.0,No Escape,2430462,67.44734218392776
Tony Scott,522.6844701737083,1995.0,Crimson Tide,1317604,80.09260957605622
Holly Goldberg Sloan,0.0,1995.0,The Big Green,4800257,64.05974034071717
Michael Hoffman,186.42619898163565,1995.0,Restoration,171047,67.32277914885138
Kenneth Branagh,368.4288498211631,1995.0,A Midwinter's Tale,803813,66.01667039954948
Zalman King,113.17527572500285,1995.0,Delta of Venus,21966047,46.12722602309055
Clive Barker,141.72791406363527,1995.0,Lord of Illusions,1370478,66.43450851042229
Allison Anders,131.34738779238364,1995.0,Four Rooms,554858,68.0735030260637
Amy Heckerling,354.01642443034194,1995.0,Clueless,105872,75.28639742271521
Richard Williams,0.0,1995.0,The Thief and the Cobbler,30872649,66.22761892408153
Woody Allen,1719.2507358813648,1995.0,Mighty Aphrodite,1330432,74.0932882797213
Jean Bach,0.0,1995.0,A Great Day in Harlem,20312033,67.50354388477797
Jing Wong,406.64615063603884,1995.0,Meltdown,6415841,66.6968259006014
Chris Noonan,0.0,1995.0,Babe,142421,78.76326713254129
Phillip Borsos,208.3829958469883,1995.0,Far From Home: The Adventures of Yellow Dog,7421446,67.96440418264879
Geoff Murphy,301.6829664316396,1995.0,Under Siege 2: Dark Territory,67423,68.16468277846752
Ulu Grosbard,215.61549092322576,1995.0,Georgia,1379878,63.74096069461923
Brett Leonard,65.017203016477,1995.0,Virtuosity,234731,64.7661711500953
Peter Hewitt,70.9664530744107,1995.0,Tom and Huck,670514,64.75384731703743
Adam Bernstein,0.0,1995.0,It's Pat,1245870,33.84423560266328
Melanie Mayron,0.0,1995.0,The Baby-Sitters Club,768526,63.87969085431067
Ken Loach,460.55039528492216,1995.0,Land and Freedom,1915220,66.18086731889052
Brad Silberling,0.0,1995.0,Casper,21132353,74.78410598081382
Todd Verow,0.0,1995.0,Frisk,9712252,48.09936195561717
Roger Michell,0.0,1995.0,Persuasion,3640544,74.05537543389661
Barbet Schroeder,217.05552233159716,1995.0,Kiss of Death,616786,66.10320762340432
Sam Weisman,69.97106930823583,1995.0,Bye Bye Love,11841381,66.83342904685756
Andy Tennant,0.0,1995.0,It Takes Two,4446490,66.71670606095516
Mel Brooks,679.7724080985816,1995.0,Dracula: Dead and Loving It,650540,64.73559203618377
Yoshifumi Kondô,0.0,1995.0,Whisper of the Heart,25382451,74.86733339453875
Robert Longo,0.0,1995.0,Johnny Mnemonic,80405,64.83951198234735
Jason Alexander,0.0,1995.0,For Better or Worse,16486830,45.77097096730605
Christopher Hampton,0.0,1995.0,Carrington,3096943,68.0525170675098
James Orr,69.57431149879571,1995.0,Man of the House,3767190,64.11943898804297
Shin Sang-ok,72.72489842171503,1995.0,3 Ninjas Knuckle Up,3278182,48.00606792676352
Carlo Carlei,0.0,1995.0,Fluke,701775,67.31217998988137
Giuseppe Tornatore,220.92817978485903,1995.0,The Star Maker,1902589,66.69471774673177
Christopher Ashley,0.0,1995.0,Jeffrey,1856185,68.22149914622393
Stephen Gyllenhaal,181.93523568917772,1995.0,Losing Isaiah,924857,67.58745174963738
Martha Coolidge,454.5922045853316,1995.0,Three Wishes,15314660,65.57500014155045
Maria Maggenti,0.0,1995.0,The Incredibly True Adventure of Two Girls in Love,1282593,65.68792670346912
Maurice Pialat,402.7688143405831,1995.0,Le Garçu,18569524,46.14031367433816
Lawrence Kasdan,521.2628087421311,1995.0,French Kiss,50486,74.81943444453233
Renny Harlin,405.1202589239594,1995.0,Cutthroat Island,649120,65.38046313498846
Frank Marshall,148.68538521393322,1995.0,Congo,961437,67.81716482582574
Carlos Saura,167.4260806427639,1995.0,Flamenco,20264949,67.13740463748852
Nick Park,61.33262691869786,1995.0,A Close Shave,165520,68.18865212620288
Kevin Reynolds,264.94459790518005,1995.0,Waterworld,637256,75.19484272932098
Kevin James Dobson,0.0,1995.0,Gold Diggers: The Secret of Bear Mountain,10037860,64.61102690286067
Nigel Finch,0.0,1995.0,Stonewall,1834238,66.3062840524556
Julianna Lavin,0.0,1995.0,Live Nude Girls,3673030,46.91597853870246
Stephen Herek,357.8216818113463,1995.0,Mr. Holland's Opus,171076,79.18309171169253
Tim Robbins,70.21240502057711,1995.0,Dead Man Walking,6707631,79.83270774548201
Shigeyasu Yamauchi,138.85711866659722,1995.0,Dragon Ball Z: Fusion Reborn,1062898,67.17711131837896
Heather MacDonald,0.0,1995.0,Ballot Measure 9,29993121,65.87801530839134
James Mangold,0.0,1995.0,Heavy,937809,64.57875105395007
Douglas Keeve,0.0,1995.0,Unzipped,8964541,65.33508966826
Oliver Parker,0.0,1995.0,Othello,5920233,67.74924625200732
Randall Miller,67.24004769094627,1995.0,Houseguest,1357152,67.41476314285279
Kevin Smith,147.0763843687179,1995.0,Mallrats,236651,68.29084260390266
Charles Burnett,195.38126608248876,1995.0,The Glass Shield,5726392,63.81883583910752
Bryan Spicer,0.0,1995.0,Mighty Morphin' Power Rangers: The Movie,703807,65.29023264857491
Jeremy Leven,0.0,1995.0,Don Juan DeMarco,708870,74.51739545411425
John Badham,936.5605528317232,1995.0,Nick of Time,1881878,67.1455512591827
Richard Shepard,0.0,1995.0,Mercy,13285223,41.483412489302665
Noah Baumbach,0.0,1995.0,Kicking and Screaming,1745419,63.952920389535684
Joe Johnston,149.81352070508794,1995.0,Jumanji,3700174,80.06040289621484
Pedro Almodóvar,448.97011656762044,1995.0,The Flower of My Secret,4289049,66.62118791956466
Kevin Lima,0.0,1995.0,A Goofy Movie,155785,74.19489153861456
Peter Segal,72.67477013046243,1995.0,Tommy Boy,817516,75.23260836488728
Mike Figgis,320.4204876268113,1995.0,Leaving Las Vegas,54160,77.6251074027244
Mario Van Peebles,137.57198406600332,1995.0,Panther,5393250,67.34044468041836
Patrick Read Johnson,131.1371063500873,1995.0,Angus,950245,68.36181265024643
Marc Rocco,124.57954604249366,1995.0,Murder in the First,1528272,74.99002214799182
Lasse Hallström,282.7537480437097,1995.0,Something to Talk About,6257968,67.72064204780584
Brian Robbins,0.0,1995.0,The Show,25319130,67.63128684852234
Darrell Roodt,123.7899425561252,1995.0,"Cry, the Beloved Country",10475655,64.42329961039557
Robert Rodriguez,67.17234806165824,1995.0,Desperado,639796,74.64947043524101
Greg MacGillivray,0.0,1995.0,The Living Sea,9016586,77.51614200122707
Jeremiah S. Chechik,154.5250779858637,1995.0,Tall Tale,958920,65.40382970288478
Paul Auster,0.0,1995.0,Blue in the Face,706378,64.67326651113203
Mimmo Calopresti,0.0,1995.0,The Second Time,24367303,66.26379483497095
Barry Shils,51.38564578317787,1995.0,Wigstock: The Movie,7813200,65.06577897042675
J.F. Lawton,0.0,1995.0,The Hunted,8997652,64.21418639861287
Aditya Chopra,0.0,1995.0,Dilwale Dulhania Le Jayenge,274258,66.64549516019235
Benjamin Ross,0.0,1995.0,The Young Poisoner's Handbook,1641666,65.10714863390811
Kore-eda Hirokazu,0.0,1995.0,Maborosi,424829,65.10892292021784
Claude Sautet,436.4640414806275,1995.0,Nelly et Monsieur Arnaud,7258734,67.66243094975434
Carl Prechezer,0.0,1995.0,Blue Juice,3985740,42.46599150107916
David Fincher,74.83150942146828,1995.0,Seven,206818,89.7153105852534
Mike Gabriel,0.0,1995.0,Pocahontas,399433,78.25891672284567
Nick Gomez,0.0,1995.0,New Jersey Drive,14311655,67.05304076813303
Todd Haynes,61.985953801483326,1995.0,Safe,2021218,65.60836013046996
Jing Wong,406.64615063603884,1995.0,The Saint of Gamblers,7297949,55.574640797550664
William Friedkin,782.8501486044687,1995.0,Jade,4032134,61.479934602769546
Peter Hall,0.0,1995.0,Never Talk to Strangers,5498661,60.03140062086783
Marleen Gorris,0.0,1995.0,Antonia,10973612,72.32592309511202
Christopher Menaul,0.0,1995.0,Feast of July,6081230,58.82898324175147
Rachel Talalay,116.81343874328978,1995.0,Tank Girl,9415710,60.039312109075226
Michael Winterbottom,0.0,1995.0,Butterfly Kiss,12544749,56.64105383357734
Carl Franklin,68.42254499855503,1995.0,Devil in a Blue Dress,4306224,71.7696785825814
Hal Hartley,261.39839497094243,1995.0,Flirt,6394251,59.188103604703144
Gregory Widen,0.0,1995.0,The Prophecy,2282187,69.32707242333633
John Lasseter,123.87924547527683,1995.0,Toy Story,53085,88.1189080305104
Lesli Linka Glatter,0.0,1995.0,Now and Then,2045991,73.72761911148729
Pat O'Connor,176.3302673291697,1995.0,Circle of Friends,17998525,71.40999781222959
Ernest R. Dickerson,140.15249089190561,1995.0,Tales from the Crypt presents: Demon Knight,706861,71.77914884874397
Martin Scorsese,1117.0831978407198,1995.0,Casino,695780,84.87602981963084
Jon Blair,0.0,1995.0,Anne Frank Remembered,1447939,73.88086466206927
Kathryn Bigelow,212.78050469051476,1995.0,Strange Days,1339563,72.57132890442035
Bhadran,0.0,1995.0,Sphadikam,2149056,69.87593319416858
Tamra Davis,121.05574746437605,1995.0,Billy Madison,736222,69.86812469033426
Bo Widerberg,0.0,1995.0,All Things Fair,14356044,55.29347549362909
Freida Lee Mock,0.0,1995.0,Maya Lin: A Strong Clear Vision,8133899,61.94437906165453
Richard Linklater,142.4275564688958,1995.0,Before Sunrise,805053,77.21805340193116
Antonia Bird,70.52615992313484,1995.0,Mad Love,4731904,62.52252401538394
John Schlesinger,875.9850591408384,1995.0,Cold Comfort Farm,22342877,71.79095785081984
Mel Gibson,72.27427824315038,1995.0,Braveheart,4560,86.87357219957485
Sean Penn,62.36596043784597,1995.0,The Crossing Guard,2274585,61.95430569958138
Shaji Kailas,0.0,1995.0,The King,27302715,72.84363385296052
Allan Moyle,73.78758393407679,1995.0,Empire Records,905906,61.95974042233413
Wesley Strick,0.0,1995.0,The Tie That Binds,23805085,58.43587980245921
Steven Soderbergh,211.2626592589233,1995.0,The Underneath,8931289,58.53435805474112
Gary Fleder,0.0,1995.0,Things to Do in Denver When You're Dead,3550323,63.24683612519999
David Frankel,0.0,1995.0,Miami Rhapsody,8055976,60.619338874976634
Claude Lelouch,138.10509478727752,1995.0,Les Misérables,1261542,68.89943496768988
